Index,Year,Weight,Place,Wrestler,School,Seed,Placement-Seed Delta,Eligibility Year,Progression Eligible,AAs
1087,2013,165,7,Cody Yohn,Minnesota,11,4,Sr,TRUE,1
1088,2013,165,8,Nick Sulzer,Virginia,8,0,So,TRUE,3
1089,2013,174,1,Chris Perry,Oklahoma State,1,0,Jr,TRUE,3
1090,2013,174,2,Matt Brown,Penn State,2,0,So,TRUE,4
1091,2013,174,3,Robert Kokesh,Nebraska,4,1,So,TRUE,3
1092,2013,174,4,Logan Storley,Minnesota,6,2,So,TRUE,4
1093,2013,174,5,Nick Heflin,Ohio State,8,3,Jr,TRUE,3
1094,2013,174,6,Michael Evans,Iowa,3,-3,So,TRUE,3
1095,2013,174,7,Jordan Blanton,Illinois,7,0,Sr,TRUE,3
1096,2013,174,8,Cody Walters,Ohio University,US,5,Fr,TRUE,2
1097,2013,184,1,Ed Ruth,Penn State,1,0,Jr,TRUE,4
1098,2013,184,2,Robert Hamlin,Lehigh,3,1,Sr,TRUE,3
1099,2013,184,3,Steve Bosak,Cornell,4,1,Sr,TRUE,3
1100,2013,184,4,Ben Bennett,Central Michigan,2,-2,Sr,TRUE,4
1101,2013,184,5,Ethen Lofthouse,Iowa,12,7,Jr,TRUE,2
1102,2013,184,6,Jimmy Sheptock,Maryland,7,1,Jr,TRUE,2
1103,2013,184,7,Ryan Loder,Northern Iowa,6,-1,Sr,TRUE,1
1104,2013,184,8,Michael Larson,Missouri,11,3,Sr,TRUE,1
1105,2013,197,1,Quentin Wright,Penn State,2,1,Sr,TRUE,4
1106,2013,197,2,Dustin Kilgore,Kent State,1,-1,Sr,TRUE,3
1107,2013,197,3,Matthew Wilps,Pittsburgh,3,0,Sr,TRUE,2
1108,2013,197,4,Taylor Meeks,Oregon State,5,1,So,TRUE,1
1109,2013,197,5,Scott Schiller,Minnesota,10,5,So,TRUE,3
1110,2013,197,6,Kyven Gadson,Iowa State,6,0,So,TRUE,3
1111,2013,197,7,Alfonso Hernandez,Wyoming,4,-3,Sr,TRUE,2
1112,2013,197,8,Blake Rosholt,Oklahoma State,11,3,Jr,TRUE,1
1113,2013,285,1,Anthony Nelson,Minnesota,2,1,Jr,TRUE,4
1114,2013,285,2,Michael McMullan,Northwestern,5,3,So,TRUE,4
1115,2013,285,3,Alan Gelogaev,Oklahoma State,3,0,Sr,TRUE,2
1116,2013,285,4,Dom Bradley,Missouri,1,-3,Sr,TRUE,2
1117,2013,285,5,Zac Thomusseit,Pittsburgh,9,4,Sr,TRUE,1
1118,2013,285,6,Jarod Trice,Central Michigan,10,4,Sr,TRUE,3
1119,2013,285,7,Andrew Delaney,Citadel,US,6,Sr,TRUE,1
1120,2013,285,8,Mathew Gibson,Iowa State,US,9,Sr,TRUE,1
1121,2014,125,1,Jesse Delgado,Illinois,1,0,Jr,TRUE,3
1122,2014,125,2,Nahshon Garrett,Cornell,2,0,So,TRUE,4
1123,2014,125,3,Nico Megaludis,Penn State,3,0,Jr,TRUE,3
1124,2014,125,4,Joey Dance,Virginia Tech,4,0,Fr,TRUE,2
1125,2014,125,5,Cory Clark,Iowa,8,3,Fr,TRUE,4
1126,2014,125,6,Dylan Peters,Northern Iowa,5,-1,Fr,TRUE,2
1127,2014,125,7,Darian Cruz,Lehigh,US,10,Fr,TRUE,3
1128,2014,125,8,Earl Hall,Iowa State,US,9,Fr,TRUE,2
1129,2014,133,1,Tony Ramos,Iowa,3,2,Sr,TRUE,3
1130,2014,133,2,Tyler Graff,Wisconsin,5,3,Sr,TRUE,4
1131,2014,133,3,Joe Colon,Northern Iowa,1,-2,Sr,TRUE,1
1132,2014,133,4,Aaron Schopp,Edinboro,2,-2,Jr,TRUE,3
1133,2014,133,5,David Thorn,Minnesota,8,3,Sr,TRUE,2
1134,2014,133,6,Mason Beckman,Lehigh,6,0,So,TRUE,2
1135,2014,133,7,Joe Roth,Central Michigan,12,5,Sr,TRUE,1
1136,2014,133,8,Cody Brewer,Oklahoma,13,5,So,TRUE,4
1137,2014,141,1,Logan Stieber,Ohio State,2,1,Jr,TRUE,4
1138,2014,141,2,Devin Carter,Virginia Tech,4,2,Jr,TRUE,3
1139,2014,141,3,Mitchell Port,Edinboro,1,-2,Jr,TRUE,3
1140,2014,141,4,Evan Henderson,North Carolina,9,5,Jr,TRUE,2
1141,2014,141,5,Zain Retherford,Penn State,3,-2,Fr,TRUE,4
1142,2014,141,6,Joey Lazor,Northern Iowa,11,5,Sr,TRUE,1
1143,2014,141,7,Steve Dutton,Michigan,13,6,Jr,TRUE,1
1144,2014,141,8,Richard Durso,Franklin & Marshall,12,4,Jr,TRUE,1
1145,2014,149,1,Jason Tsirtsis,Northwestern,5,4,Fr,TRUE,3
1146,2014,149,2,Joshua Kindig,Oklahoma State,11,9,Jr,TRUE,1
1147,2014,149,3,Eric Grajales,Michigan,9,6,Sr,TRUE,1
1148,2014,149,4,David Habat,Edinboro,8,4,Jr,TRUE,2
1149,2014,149,5,Drake Houdashelt,Missouri,1,-4,Jr,TRUE,3
1150,2014,149,6,Mitch Minotti,Lehigh,15,9,Fr,TRUE,2
1151,2014,149,7,James English,Penn State,US,10,Sr,TRUE,1
1152,2014,149,8,Kendric Maple,Oklahoma,4,-4,Sr,TRUE,3
1153,2014,157,1,Alex Dieringer,Oklahoma State,3,2,So,TRUE,4
1154,2014,157,2,Dylan Ness,Minnesota,9,7,Jr,TRUE,4
1155,2014,157,3,James Green,Nebraska,1,-2,Jr,TRUE,4
1156,2014,157,4,Ian Miller,Kent State,4,0,So,TRUE,3
1157,2014,157,5,Derek St. John,Iowa,2,-3,Sr,TRUE,4
1158,2014,157,6,Brian Realbuto,Cornell,7,1,Fr,TRUE,3
1159,2014,157,7,Isaac Jordan,Wisconsin,5,-2,Fr,TRUE,4
1160,2014,157,8,Anthony Perrotti,Rutgers,US,9,So,TRUE,2
1161,2014,165,1,David Taylor,Penn State,1,0,Sr,TRUE,4
1162,2014,165,2,Tyler Caldwell,Oklahoma State,2,0,Sr,TRUE,4
1163,2014,165,3,Steve Monk,North Dakota State,4,1,Sr,TRUE,1
1164,2014,165,4,Nick Sulzer,Virginia,3,-1,Jr,TRUE,3
1165,2014,165,5,Michael Moreno,Iowa State,8,3,Sr,TRUE,2
1166,2014,165,6,Turtogtokh Luvsandorj,Citadel,11,5,Sr,TRUE,1
1167,2014,165,7,Daniel Zilverberg,Minnesota,15,8,Sr,TRUE,1
1168,2014,165,8,Pierce Harger,Northwestern,7,-1,Jr,TRUE,1
1169,2014,174,1,Chris Perry,Oklahoma State,1,0,Sr,TRUE,3
1170,2014,174,2,Andrew Howe,Oklahoma,2,0,Sr,TRUE,4
1171,2014,174,3,Logan Storley,Minnesota,6,3,Jr,TRUE,4
1172,2014,174,4,Robert Kokesh,Nebraska,3,-1,Jr,TRUE,3
1173,2014,174,5,Matt Brown,Penn State,5,0,Jr,TRUE,4
1174,2014,174,6,Michael Evans,Iowa,4,-2,Jr,TRUE,3
1175,2014,174,7,Tyler Wilps,Pittsburgh,7,0,Jr,TRUE,2
1176,2014,174,8,Bryce Hammond,CSU Bakersfield,8,0,So,TRUE,1
1177,2014,184,1,Ed Ruth,Penn State,2,1,Sr,TRUE,4
1178,2014,184,2,Jimmy Sheptock,Maryland,1,-1,Sr,TRUE,2
1179,2014,184,3,Gabe Dean,Cornell,3,0,Fr,TRUE,4
1180,2014,184,4,Jack Dechow,Old Dominion,13,9,Fr,TRUE,1
1181,2014,184,5,Kevin Steinhaus,Minnesota,7,2,Sr,TRUE,3
1182,2014,184,6,Lorenzo Thomas,Pennsylvania,11,5,So,TRUE,1
1183,2014,184,7,Ophir Bernstein,Brown,12,5,Jr,TRUE,1
1184,2014,184,8,Jacob Swartz,Boise State,6,-2,Sr,TRUE,1
1185,2014,197,1,J'den Cox,Missouri,2,1,Fr,TRUE,4
1186,2014,197,2,Nick Heflin,Ohio State,1,-1,Sr,TRUE,3
1187,2014,197,3,Scott Schiller,Minnesota,4,1,Jr,TRUE,3
1188,2014,197,4,Kyven Gadson,Iowa State,6,2,Jr,TRUE,3
1189,2014,197,5,Conner Hartmann,Duke,US,12,So,TRUE,3
1190,2014,197,6,Chris Penny,Virginia Tech,14,8,Sr,TRUE,1
1191,2014,197,7,Morgan McIntosh,Penn State,3,-4,So,TRUE,3
1192,2014,197,8,Nathan Burak,Iowa,11,3,So,TRUE,3
1193,2014,285,1,Nick Gwiazdowski,North Carolina State,2,1,So,TRUE,4
1194,2014,285,2,Anthony Nelson,Minnesota,1,-1,Sr,TRUE,4
1195,2014,285,3,Michael McMullan,Northwest Missouri,6,3,Jr,TRUE,4
1196,2014,285,4,Bobby Telford,Iowa,5,1,Jr,TRUE,3
1197,2014,285,5,Mike McClure,Michigan State,7,2,sr,TRUE,1
1198,2014,285,6,Adam Chalfant,Indiana,3,-3,Jr,TRUE,1
1199,2014,285,7,Jeremy Johnson,Ohio University,10,3,Sr,TRUE,2
1200,2014,285,8,Austin Marsden,Oklahoma State,11,3,So,TRUE,2
1201,2015,125,1,Nathan Tomasello,Ohio State,4,3,Fr,TRUE,4
1202,2015,125,2,Zeke Moisey,West Virginia,US,15,Fr,TRUE,2
1203,2015,125,3,Alan Waters,Missouri,1,-2,Sr,TRUE,2
1204,2015,125,4,Thomas Gilman,Iowa,6,2,So,TRUE,3
1205,2015,125,5,Nahshon Garrett,Cornell,2,-3,Jr,TRUE,4
1206,2015,125,6,Connor Youtsey,Michigan,US,11,So,TRUE,2
1207,2015,125,7,Edward Klimara,Oklahoma State,7,0,Jr,TRUE,1
1208,2015,125,8,Jordan Conaway,Penn State,11,3,Jr,TRUE,2
1209,2015,133,1,Cody Brewer,Oklahoma,13,12,Jr,TRUE,4
1210,2015,133,2,Cory Clark,Iowa,3,1,So,TRUE,4
1211,2015,133,3,Aaron Schopp,Edinboro,9,6,Sr,TRUE,3
1212,2015,133,4,Chris Dardanes,Minnesota,1,-3,Sr,TRUE,3
1213,2015,133,5,James Gulibon,Penn State,7,2,So,TRUE,1
1214,2015,133,6,Mason Beckman,Lehigh,10,4,Jr,TRUE,2
1215,2015,133,7,Bradley Taylor,Wisconsin,2,-5,So,TRUE,1
1216,2015,133,8,Rossi Bruno,Michigan,14,6,Jr,TRUE,1
1217,2015,141,1,Logan Stieber,Ohio State,1,0,Sr,TRUE,4
1218,2015,141,2,Mitchell Port,Edinboro,2,0,Sr,TRUE,3
1219,2015,141,3,Devin Carter,Virginia Tech,4,1,Sr,TRUE,3
1220,2015,141,4,Dean Heil,Oklahoma State,14,10,Fr,TRUE,3
1221,2015,141,5,Kevin Jack,North Carolina State,US,12,Fr,TRUE,3
1222,2015,141,6,Chris Mecate,Old Dominion,11,5,Jr,TRUE,2
1223,2015,141,7,Lavion Mayes,Missouri,3,-4,So,TRUE,3
1224,2015,141,8,Anthony Ashnault,Rutgers,7,-1,Fr,TRUE,4
1225,2015,149,1,Drake Houdashelt,Missouri,1,0,Sr,TRUE,3
1226,2015,149,2,David Habat,Edinboro,3,1,Sr,TRUE,2
1227,2015,149,3,Jason Tsirtsis,Northwestern,2,-1,So,TRUE,3
1228,2015,149,4,Brandon Sorensen,Iowa,4,0,Fr,TRUE,4
1229,2015,149,5,Bryant Clagon,Rider,15,10,Fr,TRUE,1
1230,2015,149,6,Chris Villalonga,Cornell,5,-1,Sr,TRUE,1
1231,2015,149,7,Alexander Richardson,Old Dominion,8,1,Jr,TRUE,1
1232,2015,149,8,Daniel Neff,Lock Haven,US,9,Jr,TRUE,1
1233,2015,157,1,Isaiah Martinez,Illinois,1,0,Fr,TRUE,4
1234,2015,157,2,Brian Realbuto,Cornell,2,0,So,TRUE,3
1235,2015,157,3,James Green,Nebraska,4,1,Sr,TRUE,4
1236,2015,157,4,Nick Brascetta,Virginia Tech,US,13,Jr,TRUE,3
1237,2015,157,5,Ian Miller,Kent State,7,2,Jr,TRUE,3
1238,2015,157,6,Dylan Ness,Minnesota,3,-3,Sr,TRUE,4
1239,2015,157,7,Brian Murphy,Michigan,11,4,So,TRUE,1
1240,2015,157,8,Mitch Minotti,Lehigh,12,4,So,TRUE,2
1241,2015,165,1,Alex Dieringer,Oklahoma State,1,0,Jr,TRUE,4
1242,2015,165,2,Taylor Walsh,Indiana,6,4,Sr,TRUE,1
1243,2015,165,3,Bo Jordan,Ohio State,5,2,Fr,TRUE,4
1244,2015,165,4,Jackson Morse,Illinois,9,5,Sr,TRUE,1
1245,2015,165,5,Nick Sulzer,Virginia,4,-1,Sr,TRUE,3
1246,2015,165,6,Ethan Ramos,North Carolina,15,9,Fr,TRUE,1
1247,2015,165,7,Isaac Jordan,Wisconsin,3,-4,So,TRUE,4
1248,2015,165,8,Jim Wilson,Stanford,10,2,Jr,TRUE,1
1249,2015,174,1,Matt Brown,Penn State,2,1,Sr,TRUE,4
1250,2015,174,2,Tyler Wilps,Pittsburgh,8,6,Sr,TRUE,2
1251,2015,174,3,Robert Kokesh,Nebraska,1,-2,Sr,TRUE,3
1252,2015,174,4,Logan Storley,Minnesota,6,2,Sr,TRUE,4
1253,2015,174,5,Kyle Crutchmer,Oklahoma State,12,7,So,TRUE,2
1254,2015,174,6,Michael Evans,Iowa,3,-3,Sr,TRUE,3
1255,2015,174,7,Zach Epperly,Virginia Tech,7,0,Fr,TRUE,2
1256,2015,174,8,Kurtis Julson,North Dakota State,US,9,Sr,TRUE,1
1257,2015,184,1,Gabe Dean,Cornell,1,0,So,TRUE,4
1258,2015,184,2,Nathaniel Brown,Lehigh,7,5,Jr,TRUE,2
1259,2015,184,3,Victor Avery,Edinboro,13,10,Jr,TRUE,1
1260,2015,184,4,Blake Stauffer,Arizona State,3,-1,Jr,TRUE,1
1261,2015,184,5,Kenny Courts,Ohio State,US,12,Jr,TRUE,1
1262,2015,184,6,Hayden Zillmer,North Dakota State,6,0,Jr,TRUE,1
1263,2015,184,7,Willie Miklus,Missouri,US,10,Fr,TRUE,4
1264,2015,184,8,Timothy Dudley,Nebraska,16,8,So,TRUE,3
1265,2015,197,1,Kyven Gadson,Iowa State,3,2,Sr,TRUE,3
1266,2015,197,2,Kyle Snyder,Ohio State,4,2,Fr,TRUE,4
1267,2015,197,3,Morgan McIntosh,Penn State,2,-1,Jr,TRUE,3
1268,2015,197,4,Scott Schiller,Minnesota,5,1,Sr,TRUE,3
1269,2015,197,5,J'den Cox,Missouri,1,-4,So,TRUE,4
1270,2015,197,6,Conner Hartmann,Duke,10,4,Jr,TRUE,3
1271,2015,197,7,Nathan Burak,Iowa,6,-1,Jr,TRUE,3
1272,2015,197,8,Max Huntley,Michigan,8,0,Jr,TRUE,1
1273,2015,285,1,Nick Gwiazdowski,North Carolina State,1,0,Jr,TRUE,4
1274,2015,285,2,Adam Coon,Michigan,6,4,So,TRUE,3
1275,2015,285,3,Michael McMullan,Northwestern,2,-1,Sr,TRUE,4
1276,2015,285,4,Connor Medbery,Wisconsin,5,1,Jr,TRUE,2
1277,2015,285,5,Bobby Telford,Iowa,3,-2,Sr,TRUE,3
1278,2015,285,6,Jimmy Lawson,Penn State,8,2,Jr,TRUE,1
1279,2015,285,7,Ty Walz,Virginia Tech,10,3,So,TRUE,3
1280,2015,285,8,Michael Kroells,Minnesota,9,1,So,TRUE,3
1281,2016,125,1,Nico Megaludis,Penn State,3,2,Sr,TRUE,1
1282,2016,125,2,Thomas Gilman,Iowa,4,2,Jr,TRUE,3
1283,2016,125,3,Nathan Tomasello,Ohio State,1,-2,So,TRUE,4
1284,2016,125,4,David Terao,American,15,11,Sr,TRUE,1
1285,2016,125,5,Connor Youtsey,Michigan,US,12,Jr,TRUE,2
1286,2016,125,6,Dylan Peters,Northern Iowa,9,3,Jr,TRUE,2
1287,2016,125,7,Ryan Millhof,Oklahoma,5,-2,So,TRUE,1
1288,2016,125,8,Connor Schram,Stanford,10,2,So,TRUE,1
1289,2016,133,1,Nahshon Garrett,Cornell,1,0,Sr,TRUE,4
1290,2016,133,2,Cory Clark,Iowa,2,0,Jr,TRUE,4
1291,2016,133,3,Cody Brewer,Oklahoma,4,1,Sr,TRUE,4
1292,2016,133,4,Zane Richards,Illinois,3,-1,Jr,TRUE,2
1293,2016,133,5,Eric Montoya,Nebraska,7,2,Jr,TRUE,2
1294,2016,133,6,Jordan Conaway,Penn State,5,-1,Sr,TRUE,2
1295,2016,133,7,Earl Hall,Iowa State,8,1,Jr,TRUE,2
1296,2016,133,8,Jade Rauser,Utah Valley State,15,7,Sr,TRUE,1
1297,2016,141,1,Dean Heil,Oklahoma State,1,0,So,TRUE,3
1298,2016,141,2,Bryce Meredith,Wyoming,14,12,So,TRUE,3
1299,2016,141,3,Joey McKenna,Stanford,2,-1,Fr,TRUE,3
1300,2016,141,4,Anthony Ashnault,Rutgers,4,0,So,TRUE,4
1301,2016,141,5,Chris Mecate,Old Dominion,12,7,Sr,TRUE,2
1302,2016,141,6,Solomon Chishko,Virginia Tech,7,1,Fr,TRUE,2
1303,2016,141,7,Joseph Ward,North Carolina,8,1,Jr,TRUE,1
1304,2016,141,8,Randy Cruz,Lehigh,16,8,Jr,TRUE,1
1305,2016,149,1,Zain Retherford,Penn State,1,0,So,TRUE,4
1306,2016,149,2,Brandon Sorensen,Iowa,2,0,So,TRUE,4
1307,2016,149,3,Lavion Mayes,Missouri,3,0,Jr,TRUE,3
1308,2016,149,4,Anthony Collica,Oklahoma State,11,7,Jr,TRUE,1
1309,2016,149,5,Michael Depalma,Kent State,10,5,Sr,TRUE,1
1310,2016,149,6,Alec Pantaleo,Michigan,5,-1,So,TRUE,3
1311,2016,149,7,Justin Oliver,Central Michigan,9,2,Fr,TRUE,1
1312,2016,149,8,Geo Martinez,Boise State,12,4,So,TRUE,1
1313,2016,157,1,Isaiah Martinez,Illinois,1,0,So,TRUE,4
1314,2016,157,2,Jason Nolf,Penn State,3,1,Fr,TRUE,4
1315,2016,157,3,Nick Brascetta,Virginia Tech,8,5,Sr,TRUE,3
1316,2016,157,4,Dylan Palacio,Cornell,5,1,Jr,TRUE,2
1317,2016,157,5,Chad Walsh,Rider,15,10,So,TRUE,2
1318,2016,157,6,Ian Miller,Kent State,4,-2,Sr,TRUE,3
1319,2016,157,7,Joseph Smith,Oklahoma State,6,-1,Fr,TRUE,2
1320,2016,157,8,Thomas Gantt,North Carolina State,2,-6,Sr,TRUE,1
1321,2016,165,1,Alex Dieringer,Oklahoma State,1,0,Sr,TRUE,4
1322,2016,165,2,Isaac Jordan,Wisconsin,2,0,Jr,TRUE,4
1323,2016,165,3,Bo Jordan,Ohio State,3,0,So,TRUE,4
1324,2016,165,4,Daniel Lewis,Missouri,4,0,Fr,TRUE,4
1325,2016,165,5,Steven Rodrigues,Illinois,6,1,Sr,TRUE,1
1326,2016,165,6,David McFadden,Virginia Tech,14,8,Fr,TRUE,3
1327,2016,165,7,Austin Wilson,Nebraska,10,3,Sr,TRUE,1
1328,2016,165,8,Anthony Perrotti,Rutgers,7,-1,Sr,TRUE,2
1329,2016,174,1,Myles Martin,Ohio State,11,10,Fr,TRUE,4
1330,2016,174,2,Bo Nickal,Penn State,1,-1,Fr,TRUE,4
1331,2016,174,3,Zach Epperly,Virginia Tech,8,5,So,TRUE,2
1332,2016,174,4,Casey Kent,Pennsylvania,US,13,Jr,TRUE,1
1333,2016,174,5,Nathan Jackson,Indiana,12,7,Jr,TRUE,2
1334,2016,174,6,Lelund Weatherspoon,Iowa State,US,11,Jr,TRUE,1
1335,2016,174,7,Cody Walters,Ohio University,7,0,Sr,TRUE,2
1336,2016,174,8,Alex Meyer,Iowa,13,5,Jr,TRUE,1
1337,2016,184,1,Gabe Dean,Cornell,1,0,Jr,TRUE,4
1338,2016,184,2,Timothy Dudley,Nebraska,7,5,Jr,TRUE,3
1339,2016,184,3,Pete Renda,North Carolina State,13,10,Jr,TRUE,1
1340,2016,184,4,Nolan Boyd,Oklahoma State,8,4,Jr,TRUE,2
1341,2016,184,5,Mathew Miller,Navy,9,4,Sr,TRUE,1
1342,2016,184,6,Willie Miklus,Missouri,14,8,So,TRUE,4
1343,2016,184,7,Nathaniel Brown,Lehigh,10,3,Sr,TRUE,2
1344,2016,184,8,Sammy Brooks,Iowa,2,-6,Jr,TRUE,1
1345,2016,197,1,J'den Cox,Missouri,2,1,Jr,TRUE,4
1346,2016,197,2,Morgan McIntosh,Penn State,1,-1,Sr,TRUE,3
1347,2016,197,3,Brett Pfarr,Minnesota,3,0,Jr,TRUE,2
1348,2016,197,4,Nathan Burak,Iowa,4,0,Sr,TRUE,3
1349,2016,197,5,Patrick Downey,Iowa State,US,12,So,TRUE,1
1350,2016,197,6,Jared Haught,Virginia Tech,6,0,So,TRUE,3
1351,2016,197,7,Conner Hartmann,Duke,5,-2,Sr,TRUE,3
1352,2016,197,8,Brett Harner,Princeton,7,-1,Jr,TRUE,1
1353,2016,285,1,Kyle Snyder,Ohio State,2,1,So,TRUE,4
1354,2016,285,2,Nick Gwiazdowski,North Carolina State,1,-1,Sr,TRUE,4
1355,2016,285,3,Adam Coon,Michigan,5,2,Jr,TRUE,3
1356,2016,285,4,Ty Walz,Virginia Tech,3,-1,Jr,TRUE,3
1357,2016,285,5,Amar Dhesi,Oregon State,7,2,So,TRUE,3
1358,2016,285,6,Austin Marsden,Oklahoma State,4,-2,Sr,TRUE,2
1359,2016,285,7,Michael Kroells,Minnesota,9,2,Jr,TRUE,3
1360,2016,285,8,Max Wessell,Lehigh,8,0,Sr,TRUE,1
1361,2017,125,1,Darian Cruz,Lehigh,4,3,Jr,TRUE,3
1362,2017,125,2,Ethan Lizak,Minnesota,6,4,So,TRUE,3
1363,2017,125,3,Thomas Gilman,Iowa,1,-2,Sr,TRUE,3
1364,2017,125,4,Nick Piccininni,Oklahoma State,8,4,Fr,TRUE,2
1365,2017,125,5,Joey Dance,Virginia Tech,2,-3,Sr,TRUE,2
1366,2017,125,6,Jack Mueller,Virginia,10,4,Fr,TRUE,2
1367,2017,125,7,Sean Russell,Edinboro,7,0,So,TRUE,1
1368,2017,125,8,Nathan Kraisser,Campbell,16,8,Sr,TRUE,1
1369,2017,133,1,Cory Clark,Iowa,4,3,Sr,TRUE,4
1370,2017,133,2,Seth Gross,South Dakota State,2,0,So,TRUE,2
1371,2017,133,3,Nathan Tomasello,Ohio State,1,-2,Jr,TRUE,4
1372,2017,133,4,Stevan Micic,Michigan,5,1,Fr,TRUE,3
1373,2017,133,5,Kaid Brock,Oklahoma State,3,-2,Fr,TRUE,2
1374,2017,133,6,Eric Montoya,Nebraska,7,1,Sr,TRUE,2
1375,2017,133,7,Zane Richards,Illinois,8,1,Sr,TRUE,2
1376,2017,133,8,Scotty Parker,Lehigh,9,1,So,TRUE,1
1377,2017,141,1,Dean Heil,Oklahoma State,1,0,Jr,TRUE,3
1378,2017,141,2,George DiCamillo,Virginia,6,4,Sr,TRUE,1
1379,2017,141,3,Kevin Jack,North Carolina State,2,-1,Jr,TRUE,3
1380,2017,141,4,Bryce Meredith,Wyoming,10,6,Jr,TRUE,3
1381,2017,141,5,Jaydin Eierman,Missouri,8,3,Fr,TRUE,4
1382,2017,141,6,Anthony Ashnault,Rutgers,5,-1,Jr,TRUE,4
1383,2017,141,7,Matt Kolodzik,Princeton,4,-3,Fr,TRUE,3
1384,2017,141,8,Tommy Thorn,Minnesota,14,6,So,TRUE,1
1385,2017,149,1,Zain Retherford,Penn State,1,0,Jr,TRUE,4
1386,2017,149,2,Lavion Mayes,Missouri,3,1,Sr,TRUE,3
1387,2017,149,3,Brandon Sorensen,Iowa,5,2,Jr,TRUE,4
1388,2017,149,4,Micah Jordan,Ohio State,4,0,So,TRUE,3
1389,2017,149,5,Max Thomsen,Northern Iowa,7,2,Fr,TRUE,1
1390,2017,149,6,Solomon Chishko,Virginia Tech,6,0,So,TRUE,2
1391,2017,149,7,Kenny Theobald,Rutgers,15,8,Sr,TRUE,1
1392,2017,149,8,Alex Kocer,South Dakota State,US,9,Sr,TRUE,1
1393,2017,157,1,Jason Nolf,Penn State,1,0,So,TRUE,4
1394,2017,157,2,Joey Lavallee,Missouri,3,1,Jr,TRUE,1
1395,2017,157,3,Michael Kemerer,Iowa,2,-1,Fr,TRUE,4
1396,2017,157,4,Joseph Smith,Oklahoma State,5,1,So,TRUE,2
1397,2017,157,5,Tyler Berger,Nebraska,4,-1,So,TRUE,3
1398,2017,157,6,Dylan Palacio,Cornell,7,1,Sr,TRUE,2
1399,2017,157,7,Paul Fox,Stanford,US,10,So,TRUE,1
1400,2017,157,8,Sal Mastriani,Virginia Tech,14,6,Sr,TRUE,1
1401,2017,165,1,Vincenzo Joseph,Penn State,3,2,Fr,TRUE,3
1402,2017,165,2,Isaiah Martinez,Illinois,1,-1,Jr,TRUE,4
1403,2017,165,3,Logan Massa,Michigan,2,-1,Fr,TRUE,3
1404,2017,165,4,Isaac Jordan,Wisconsin,4,0,Sr,TRUE,4
1405,2017,165,5,Chandler Rogers,Oklahoma State,9,4,So,TRUE,2
1406,2017,165,6,Daniel Lewis,Missouri,6,0,So,TRUE,4
1407,2017,165,7,Chad Walsh,Rider,5,-2,Jr,TRUE,2
1408,2017,165,8,Brandon Womack,Cornell,13,5,So,TRUE,1
1409,2017,174,1,Mark Hall,Penn State,5,4,Fr,TRUE,3
1410,2017,174,2,Bo Jordan,Ohio State,3,1,Jr,TRUE,4
1411,2017,174,3,Zahid Valencia,Arizona State,1,-2,Fr,TRUE,3
1412,2017,174,4,Myles Amine,Michigan,9,5,Fr,TRUE,5
1413,2017,174,5,Brian Realbuto,Cornell,2,-3,Sr,TRUE,3
1414,2017,174,6,Zach Brunson,Illinois,10,4,Sr,TRUE,1
1415,2017,174,7,Kyle Crutchmer,Oklahoma State,7,0,Sr,TRUE,2
1416,2017,174,8,Jake Residori,SIU Edwardsville,US,9,Sr,TRUE,1
1417,2017,184,1,Bo Nickal,Penn State,2,1,So,TRUE,4
1418,2017,184,2,Gabe Dean,Cornell,1,-1,Sr,TRUE,4
1419,2017,184,3,Timothy Dudley,Nebraska,7,4,Sr,TRUE,3
1420,2017,184,4,Sammy Brooks,Iowa,3,-1,Sr,TRUE,1
1421,2017,184,5,Myles Martin,Ohio State,6,1,So,TRUE,4
1422,2017,184,6,Nolan Boyd,Oklahoma State,4,-2,Sr,TRUE,2
1423,2017,184,7,Drew Foster,Northern Iowa,12,5,So,TRUE,2
1424,2017,184,8,Nathan Jackson,Indiana,9,1,Sr,TRUE,2
1425,2017,197,1,J'den Cox,Missouri,1,0,Sr,TRUE,4
1426,2017,197,2,Brett Pfarr,Minnesota,2,0,Sr,TRUE,2
1427,2017,197,3,Kollin Moore,Ohio State,3,0,Fr,TRUE,3
1428,2017,197,4,Jared Haught,Virginia Tech,4,0,Jr,TRUE,3
1429,2017,197,5,Aaron Studebaker,Nebraska,7,2,Sr,TRUE,1
1430,2017,197,6,Preston Weigel,Oklahoma State,6,0,So,TRUE,2
1431,2017,197,7,Ryan Wolfe,Rider,8,1,Sr,TRUE,1
1432,2017,197,8,Kevin Beazley,Old Dominion,10,2,Jr,TRUE,1
1433,2017,285,1,Kyle Snyder,Ohio State,1,0,Jr,TRUE,4
1434,2017,285,2,Connor Medbery,Wisconsin,2,0,Sr,TRUE,2
1435,2017,285,3,Tanner Hall,Arizona State,7,4,So,TRUE,1
1436,2017,285,4,Ty Walz,Virginia Tech,3,-1,Sr,TRUE,3
1437,2017,285,5,Nick Nevills,Penn State,5,0,So,TRUE,2
1438,2017,285,6,Jacob Kasper,Duke,4,-2,Jr,TRUE,2
1439,2017,285,7,Michael Kroells,Minnesota,8,1,Sr,TRUE,3
1440,2017,285,8,Denzel Dejournette,Appalachian State,9,1,Sr,TRUE,1
1441,2018,125,1,Spencer Lee,Iowa,3,2,Fr,TRUE,4
